Numero,Nome,Sesso,Attività,Paesi di prima pubblicazione,Mercati,Editori,Insegna presso
,"Baiguera, Giuseppe",M,"Disegni, Colori","FR, IT","P, GN","Sergio Bonelli Editore, Editions Glenat",
,"Nanni, Eleonora Dea",F,Disegni,IT,P,Sergio Bonelli Editore,
,"Pezone, Salvatore",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Leiz, Leila",F,Disegni,"FR, IT, US",P,"Sergio Bonelli Editore, Editions Soleil, AfterShock Comics",
,"Giordano, Alessandro",M,Disegni,IT,"P, GN","Sergio Bonelli Editore, Edizioni Inkiostro",Scuola internazionale di Comics - Napoli
,"Lorusso, Giovanni",M,Disegni,"FR, IT","P, GN","Sergio Bonelli Editore, Arnoldo Mondadori Editore, Editions Soleil",
,"Bianchi, Tommaso",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Principato, Maurizio",M,Sceneggiatura,IT,P,Sergio Bonelli Editore,
,"Tuis, Omar",M,Lettering,IT,P,Sergio Bonelli Editore,
,"Coniglione, Salvo",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Rufino, Chiara",F,Sceneggiatura,IT,P,Sergio Bonelli Editore,
,"Gabrielli, Simone",M,"Disegni, Sceneggiatura","FR, IT","P, GN","Sergio Bonelli Editore, Editions Soleil",SRF - Scuola Romana dei Fumetti
,"Costantini, Antonio",M,Sceneggiatura,IT,P,Sergio Bonelli Editore,
,"Maini, Paolo",M,Sceneggiatura,IT,GN,Noise Press,
,"Paolucci, Diego",M,Sceneggiatura,IT,P,Sergio Bonelli Editore,
,"Michelon, Giacomo",M,"Disegni, Sceneggiatura",IT,P,"Panini Comics, MCK Publishing",
,"Pasqualini, Hannes",M,Autore unico,IT,GN,Tunué,
,"Masellis, Helena",F,Disegni,"FR, IT, US",P,"Sergio Bonelli Editore, Bugs Comics, Petit à Petit, Éditions Èditions Editions Caurette, A Wave Blue World, Remer Comics",
,"Recchione, Liana",F,"Disegni, Colori",IT,GN,Shockdom,Scuola internazionale di Comics - Pescara
,"Dossena, Francesco",M,Disegni,IT,P,"Sergio Bonelli Editore, Bugs Comics",
,"Liverano Moscoviti, Antonella",F,Sceneggiatura,IT,GN,Bugs Comics,
,"Farina, Adriana",F,Disegni,IT,P,Bugs Comics,
,"Muhova, Kalina",F,Autrice unica,IT,GN,"Tunué, Canicola Edizioni",
,"Saresin, Francesco",M,Autore unico,IT,GN,Canicola Edizioni,
,"Mazzetti, Sarah",F,Autrice unica,IT,GN,Canicola Edizioni,
,"Cattaneo, Paolo",M,Autore unico,IT,GN,"Rizzoli Lizard Lizard, Canicola Edizioni",Scuola internazionale di Comics - Milano
,"Neri, Marino",M,Autore unico,IT,GN,"Coconino Press, Oblomov Edizioni, Canicola Edizioni",Scuola internazionale di Comics - Reggio Emilia
,"Scomparsa, Roberta",F,Autrice unica,IT,GN,"Coconino Press, Canicola Edizioni",
,"Cordaro, Ida",F,Autrice unica,IT,GN,Canicola Edizioni,
,"Portolano, Cristina",F,Autrice unica,IT,GN,"Coconino Press, Rizzoli Lizard Lizard, Canicola Edizioni, Topipittori, Centauria, Il Battello a Vapore, Rackham, Editions du Chene",
,"Deflorian, Anna",F,Autrice unica,IT,GN,Canicola Edizioni,
,"Macchiavello, Enrico",M,Autore unico,IT,GN,GRRRz Comic Art Books,Scuola internazionale di Comics - Genova
,"Manzone, Federico",M,Autore unico,IT,GN,Canicola Edizioni,
,"Bisaro, Francesco",M,Disegni,"FR, IT",GN,"ReNoir Comics, Petit à Petit",
,"Ginevra, Michele",M,Sceneggiatura,IT,GN,Kleiner Flug,
,"Scornaienchi, Luca",M,Sceneggiatura,IT,GN,Round Robin,La scuola del fumetto (Cosenza)
,"Taddei, Marco",M,Sceneggiatura,IT,GN,"Coconino Press, Panini Comics",
,"Angelini, Simone",M,"Disegni, Colori",IT,GN,"Coconino Press, Panini Comics, GRRRz Comic Art Books",
,"Sacchi, Roberta",F,Disegni,IT,GN,"Star Comics, Beccogiallo",
,"Montelli, Flavio",M,Autore unico,FR,GN,Casterman,
,"Ghetti, Lorenzo",M,Autore unico,IT,GN,Coconino Press,
,"Socal, Alice",F,Autrice unica,"DE, IT",GN,"Coconino Press, Canicola Edizioni, Maledizioni, Eris Edizioni, Rotopol Press",
,"Valdivia, Miguel Angel",M,Autore unico,IT,GN,Coconino Press,
,"Valentinis, Pia",F,Autrice unica,IT,GN,Coconino Press,
,"Macola, Piero",M,Autore unico,"FR, IT",GN,"Oblomov Edizioni, Actes Sud, Atrabile",
,"Petrucci, Michele",M,Autore unico,IT,GN,"SaldaPress, Coconino Press, Arnoldo Mondadori Editore",
,"Rosso, Emanuele",M,Autore unico,IT,GN,"Tunué, Coconino Press, Beccogiallo",IED - Istituto Europeo di Disegni (Torino)
,"Canottiere, Lorena",F,Autrice unica,"FR, IT",GN,"Coconino Press, Oblomov Edizioni, Diabolo, Ici Même",
,"Pronostico, Antonio",M,Disegni,IT,GN,Coconino Press,
,"Mennillo, Angelo",M,"Disegni, Autore unico",FR,GN,Rackham,
,"Manupelli, Ivan",M,Autore unico,IT,GN,"Einaudi, Eris Edizioni",Scuola Mohole (Milano)
,"Ceccotti, Lorenzo",M,Autore unico,IT,GN,"BAO Publishing, Coconino Press",SRF - Scuola Romana dei Fumetti
,"Camelli, Laura",F,Disegni,FR,GN,Sarbacane,
,"Girardi, Marina",F,Disegni,IT,GN,Beccogiallo,
,"Renieri, Tommaso",M,Disegni,FR,GN,Editions Clair de Lune,
,"Gobbi, Nicola",M,Disegni,IT,GN,"Tunué, Rizzoli Lizard Lizard, Hazard Edizioni, Eris Edizioni",
,"Minotti, Pierluigi",M,Disegni,IT,P,"Sergio Bonelli Editore, Editoriale Cosmo, Bugs Comics",
,"Sicchio, Dario",M,Sceneggiatura,IT,P,Star Comics,
,"Magalotti, Lorenzo",M,Disegni,IT,GN,Tunué,
,"Ciregia, Francesca",F,Disegni,"IT, US",P,"Sergio Bonelli Editore, Star Comics, Editoriale Cosmo, Marvel Comics",
,"Giuliani, Claudia",F,Colori,IT,GN,"Shockdom, Round Robin",
,"Francini, Francesco",M,Disegni,IT,P,"Sergio Bonelli Editore, Editoriale Cosmo",
,"Rastrelli, Marco",M,Sceneggiatura,"FR, IT",GN,"Kleiner Flug, Tabou",
,"Natalini, Edoardo",M,Autore unico,"FR, IT",GN,"Kleiner Flug, Akileos",
,"Lapo, Alessio",M,Disegni,FR,GN,"Les Humanoides Associes, Editions Soleil, Editions Delcourt, Editions Glenat, Editions Dupuis",
,"Mormile, Cristina",F,Disegni,IT,P,Sergio Bonelli Editore,
,"Franceschini, Luca",M,Sceneggiatura,IT,"P, GN","Bugs Comics, Edizioni NPE",
,"Zaccagnino, Daniela",M,Sceneggiatura,IT,GN,Cronache di Topolinia,
,"Lalli, Giulia",F,Disegni,IT,GN,Cronache di Topolinia,
,"Latanza, Giuseppe",M,Disegni,IT,P,"Editoriale Aurea, Edizioni Inkiostro",Grafite - Scuola di grafica e fumetto (Taranto)
,"Negri, Gabriel",M,Disegni,IT,GN,Edizioni NPE,
,"Balocco, Lorenzo",M,"Disegni, Sceneggiatura",IT,GN,Cronache di Topolinia,
,"Priori, Giulia",F,Colori,IT,GN,Tunué,
,"Costarelli, Luciano",M,Disegni,IT,P,"Edizioni Inkiostro, Bugs Comics, Cronache di Topolinia",
,"Marinetti, Raffaele",M,Disegni,IT,GN,Edizioni NPE,
,"Recupero, Antonio",M,Sceneggiatura,IT,GN,"Tunué, Round Robin",
,"Antista, Paola",F,Disegni,"FR, IT",GN,"ReNoir Comics, Editions Clair de Lune, Editions Glenat, Vents d'Ouest",
,"Amenta, Andrea",M,Disegni,IT,GN,Cut Up Publishing,
,"Elia, Alfonso",M,Disegni,IT,GN,Cut Up Publishing,
,"Ferrari, Elisa",F,Disegni,FR,GN,Dargaud,
,"Nebbioso Martini, Enrico",M,Sceneggiatura,IT,GN,"Tunué, Shockdom",
,"De Marco, Loris",M,Disegni,IT,GN,Tunué,
,"Vitiello, Tommaso",M,"Autore unico, Sceneggiatura",IT,GN,"Hazard Edizioni, Panini Comics, Beccogiallo, Noise Press",
,"Biagi, Lucia",F,Autrice unica,IT,GN,"Diabolo, Eris Edizioni",
,"Trifogli, Francesco",M,Disegni,FR,GN,"Les Humanoides Associes, Petit à Petit, Tabou",
,"Ceregatti, Ludovica",F,Disegni,IT,GN,"Shockdom, Noise Press",
,"Andreozzi, Giuseppe",M,Sceneggiatura,IT,GN,Shockdom,
,"Brignola, Cristiano",M,Sceneggiatura,IT,GN,Noise Press,
,"Silvi, Cristiano",M,Sceneggiatura,IT,GN,Tunué,
,"Palma, Antonio",M,Disegni,FR,GN,Editions Glenat,
,"Marino, Silvia",F,Disegni,IT,P,Editoriale Aurea,Scuola Chiavarese del Fumetto
,"Arzeno, Tommaso",M,Disegni,IT,GN,"ReNoir Comics, Beccogiallo",
,"Bagnasco, Luca",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Blengino, Luca",M,Sceneggiatura,"FR, IT","P, GN","Star Comics, Edizioni Inkiostro, Editions Soleil, Editions Delcourt",
,"Mazzocco, Luca",M,Sceneggiatura,IT,P,Editoriale Aurea,Scuola internazionale di Comics - Padova
,"Mastrantuono, Stefano",M,Disegni,IT,P,Bugs Comics,
,"Rasori, Augusto",M,Autore unico,IT,GN,Sbam! Comics,
,"Elisei, Pietro",M,Autore unico,IT,GN,Edizioni NPE,
,"Dori, Fabrizio",M,Autore unico,"FR, IT",GN,"Tunué, Oblomov Edizioni, Sarbacane",
,"Baldi, Barbara",F,Autrice unica,IT,GN,Oblomov Edizioni,Scuola superiore d'arte applicata (Milano)
,"Izzo, Fabio",M,Sceneggiatura,IT,GN,Oblomov Edizioni,
,"Menini, Elisa",F,Autrice unica,IT,GN,Oblomov Edizioni,
,"Gaglione, Valerio",M,Autore unico,IT,GN,Oblomov Edizioni,
,"Furio, Giovanna",F,Sceneggiatura,IT,GN,Oblomov Edizioni,
,"Grassi, Leonardo Marcello",M,Disegni,US,P,,
,"Braga, Laura",F,Disegni,"IT, US",P,"Panini Comics, Dc Comics, Marvel Comics",
,"Manna, Francesco",M,Disegni,"FR, US","P, GN","Marvel Comics, Editions Glenat",
,"Moretti, Nora",F,Disegni,"FR, IT",GN,"ReNoir Comics, Editions Soleil",
,"Itri, Marco",M,Disegni,"IT, US",P,"Panini Comics, Dc Comics, Marvel Comics",
,"Dimitri, Francesco",M,Sceneggiatura,FR,GN,Editions Delcourt,
,"Medri, Denis",M,Disegni,"IT, US","P, GN","Rizzoli Lizard Lizard, Dc Comics, IDW Publishing",
,"Leonardi, Claudia",F,Disegni,US,P,"Titan Comics, Urban Comics",
,"Adragna, Giulia",F,Disegni,FR,GN,Editions Jungle,
,"Timpano, Giovanni",M,Disegni,"IT, US","P, GN","Edizioni Inkiostro, IDW Publishing",
,"Bruni, Eleonora",F,Disegni,"IT, US",P,"Panini Comics, Dc Comics, Marvel Comics",
,"Chimisso, Igor",M,Disegni,"FR, IT","P, GN","The Walt Disney Company, Editions Delcourt",Scuola del fumetto (Milano)
,"Natale, Marco",M,Autore unico,IT,GN,Sbam! Comics,
,"Ponti, Marco",M,Sceneggiatura,IT,P,The Walt Disney Company,
,"Lauro, Carlo",M,"Disegni, Chine, Colori",IT,"P, GN","Magic Press Edizioni, Shockdom, Panini Comics, Tatai Lab, Proglo",
,"Bifulco, Antonio",M,Disegni,US,P,Zenescope,
,"Xella, Greta",F,Autrice unica,IT,GN,"Tatai Lab, Renbooks",
,"Fontanella, Marco",M,Disegni,IT,GN,ReNoir Comics,
,"Buttolo, Gianluca",M,Autore unico,IT,GN,ReNoir Comics,
,"Bolzoni, Lorenzo",M,Lettering,IT,GN,BAO Publishing,
,"Ferrara, Luca",M,Disegni,"FR, IT",GN,"Tunué, Round Robin, Editions Glenat",Scuola Mohole (Milano)
,"Nazzaro, Sergio",M,Sceneggiatura,IT,GN,Round Robin,
,"Toso Fei, Alberto",M,Sceneggiatura,IT,GN,Round Robin,
,"Cesaro, Giuseppe",M,Sceneggiatura,IT,GN,Round Robin,
,"Pallaver, Silvia",F,Sceneggiatura,IT,GN,Round Robin,
,"Brisly, Diala",F,Disegni,IT,GN,Round Robin,
,"Ballati, Giovanni",M,Disegni,IT,GN,Shockdom,
,"Politano, Luigi",M,Sceneggiatura,IT,GN,Round Robin,
,"Costantino, Celeste",M,Sceneggiatura,IT,GN,Round Robin,
,"Basile, Massimo",M,Sceneggiatura,IT,GN,Round Robin,
,"Monastra, Gianluca",M,Sceneggiatura,IT,GN,Round Robin,
,"Salici, Luca",M,Sceneggiatura,IT,GN,Round Robin,
,"Macioci, Vittoria",F,Disegni,IT,GN,SaldaPress,
,"Vacca, Francesco",M,Sceneggiatura,IT,GN,"Tatai Lab, Segni D'autore",
,"Manni, Fiore",F,Autrice unica,IT,GN,Shockdom,
,"Raimondi, Chiara",F,Disegni,IT,GN,Shockdom,
,"Perrone, Francesca",F,Disegni,IT,GN,Shockdom,
,"Listrani, Fabio",M,Autore unico,IT,GN,Shockdom,
,"Petrosino, Alberto",M,Sceneggiatura,IT,GN,Fumetti di cane,
,"Margiotta, Paolo",M,Sceneggiatura,IT,GN,Shockdom,
,"Fontanili, Marco",M,"Disegni, Autore unico",IT,GN,Shockdom,
,"Soldatich, Cristiano",M,Disegni,IT,GN,Shockdom,
,"Sciaccaluga, Giulio",M,Autore unico,IT,GN,Shockdom,
,"De Falchi, Edoardo",M,Disegni,IT,GN,Shockdom,
,"Razzoli, Claudia",F,Autrice unica,IT,GN,"Rizzoli Lizard Lizard, Kleiner Flug",
,"Fassio, Antonio",M,Colori,IT,GN,"Shockdom, Beccogiallo",
,"Molinaro, Luca",M,Autore unico,IT,GN,Shockdom,
,"Di Grazia, Marco",M,Sceneggiatura,IT,GN,Shockdom,
,"Mancini, Daniele",M,Sceneggiatura,IT,GN,Shockdom,
,"Innocente, Agnese",F,Disegni,IT,GN,"The Walt Disney Company, Shockdom, Editrice Il Castoro, Il Battello a Vapore",
,"Valentini, Fabio",M,Disegni,IT,GN,Shockdom,
,"Guastafierro, Domenico",M,Sceneggiatura,IT,GN,Shockdom,
,"Romboli, Elisa",F,Disegni,IT,GN,Shockdom,
,"Caporali, Davide",M,"Disegni, Autore unico",IT,GN,Shockdom,
,"Postiglione, Alfredo",M,Disegni,IT,GN,Shockdom,
,"Colafella, Francesco",M,"Disegni, Autore unico",IT,GN,Shockdom,
,"Faccini, Riccardo",M,Disegni,IT,GN,Shockdom,
,"Avella, Claudio",M,Autore unico,IT,GN,Shockdom,
,"Pocetta, Elisa",F,"Colori, Autrice unica",IT,GN,Shockdom,
,"Scali, Marco",M,Sceneggiatura,IT,P,Bugs Comics,
,"Amato, Emanuele",M,Sceneggiatura,IT,GN,"Shockdom, Noise Press",
,"Valsecchi, Tommaso",M,Sceneggiatura,"FR, IT",GN,"Shockdom, Kramiek",Scuola del fumetto (Milano)
,"Castelli, Francesco",M,"Disegni, Chine","FR, IT",GN,"Shockdom, Tatai Lab, Arnoldo Mondadori Editore, Editions Paquet",
,"Guida, Giovanni",M,Sceneggiatura,IT,GN,"Shockdom, Noise Press",
,"Rovetto, Violetta",F,Sceneggiatura,IT,GN,Shockdom,
,"Tarquini, Marco",M,Disegni,IT,GN,Shockdom,
,"Grassini, Valentina",F,Colori,"FR, IT",GN,"Shockdom, Kramiek",
,"Perrotta, Mario",M,Colori,IT,GN,"The Walt Disney Company, Shockdom, Panini Comics, IDW Publishing",
,"Falzone, Gabriele",M,Disegni,IT,GN,Shockdom,
,"Balzano, Vincenzo",M,Autore unico,FR,GN,Ankama Editions,
,"Cavatton, Elia",M,Disegni,IT,GN,Shockdom,
,"Biazzi, Marga",F,Autrice unica,IT,GN,Shockdom,
,"Esposito, Giovanni",M,Autore unico,IT,GN,"Shockdom, Beccogiallo, Round Robin",La scuola del fumetto (Cosenza)
,"Cicciarelli, Claudio",M,Sceneggiatura,IT,GN,Shockdom,
,"Cosentino, Fabrizio",M,Disegni,"FR, IT",GN,"Shockdom, Editions Clair de Lune, Kamiti",
,"Spano, Samuel",M,Disegni,IT,P,"Sergio Bonelli Editore, The Walt Disney Company, Editoriale Cosmo",
,"Cantone, Leonardo",M,Sceneggiatura,IT,GN,Shockdom,
,"Viola, Emmanuel",M,Disegni,IT,GN,Shockdom,
,"Vivenzio, Salvatore",M,Sceneggiatura,IT,GN,Shockdom,
,"Piubello, Manuel",M,Sceneggiatura,IT,GN,Shockdom,
,"Baldisserotto, Alberto",M,Disegni,IT,GN,Shockdom,Dali Arts (Vicenza)
,"Tripood, Alexander",M,Autore unico,IT,GN,Shockdom,
,"Quaglia, Marta",F,Disegni,IT,GN,Shockdom,
,"Keller, Alice",F,Sceneggiatura,IT,GN,Sinnos Editrice,
,"Barretta, Marco",M,Sceneggiatura,IT,GN,Tunué,
,"Cammello, Pablo",M,Autore unico,IT,GN,"Shockdom, Coconino Press",
,"Truttero, Veronica",F,Disegni,IT,GN,Sinnos Editrice,
,"Ignazzi, Marianna",F,Disegni,"IT, US",P,"Sergio Bonelli Editore, Star Comics, Boom! Studios",SRF - Scuola Romana dei Fumetti
,"Ali, Roberto",M,Disegni,FR,GN,"Editions Delcourt, Dargaud",Scuola del fumetto (Milano)
,"Batelli, Martina",F,"Disegni, Autrice unica",IT,GN,Tatai Lab,
,"Njock, Gaspard",M,Disegni,IT,GN,Tunué,
,"Costa, Stefania",F,Disegni,IT,GN,Tunué,CIF - Centro internazionale del fumetto (Cagliari)
,"Aprile, Andrea",M,Sceneggiatura,IT,GN,Tunué,
,"Congiu, Laura",F,Disegni,IT,GN,Tunué,CIF - Centro internazionale del fumetto (Cagliari)
,"Cornia, Christian",M,Disegni,IT,GN,Tunué,Scuola internazionale di Comics - Reggio Emilia
,"Ceci, Francesca",F,Sceneggiatura,IT,GN,Tunué,
,"Potito, Stefania",F,Disegni,IT,GN,Tunué,
,"Galli, Christian",M,Autore unico,IT,GN,Tunué,
,"Lanzidei, Massimiliano",M,Sceneggiatura,IT,GN,"Tunué, Steinkis",
,"Lanzidei, Graziano",M,Sceneggiatura,IT,GN,"Tunué, Steinkis",
,"Binni, Simona",F,Autrice unica,IT,GN,Tunué,
,"Iacono, Mattia",M,"Colori, Autore unico","IT, US","P, GN","Tunué, Panini Comics, Bugs Comics, Editions Delcourt",NID - Nuovo Istituto Design (Perugia)
,"Iorio, Laura",F,"Disegni, Colori",FR,GN,"Dargaud, BDMusic",
,"Orlandi, Enrico",M,Autore unico,IT,GN,Tunué,
,"De Santa, Alessio",M,Sceneggiatura,IT,GN,Tunué,
,"Dicataldo, Carlotta",F,Disegni,"FR, IT",GN,"Tunué, Editions Dupuis",
,"Cimino, Luciana",F,Sceneggiatura,IT,GN,Tunué,
,"Allo, Deborah",F,Colori,IT,GN,Tunué,
,"Marchese, Giovanni",M,Sceneggiatura,IT,GN,Tunué,
,"Caselli, Marco",M,Disegni,IT,GN,Tunué,
,"Ricca, Luigi",M,Autore unico,IT,GN,Tunué,
,"Cardone, Andrea",M,Disegni,IT,GN,Tunué,
,"Torchio, Luisa",F,Autrice unica,IT,GN,Tunué,
,"Magliani, Marino",M,Sceneggiatura,IT,GN,Tunué,
,"Nardone, Giovanni",M,Disegni,IT,GN,Tunué,
,"Pinti, Valentina",F,Disegni,"FR, IT",GN,"Noise Press, Editions Soleil",
,"Mocci, Daniele",M,Sceneggiatura,"FR, IT",GN,"Tunué, Editions Clair de Lune, Gaghi",Fumé Scuola di fumetto
,"Berti, Alice",F,Autrice unica,IT,GN,"BAO Publishing, Edizioni Zanetti",
,"Bonesso, Diego",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Sepe, Antonio",M,Sceneggiatura,IT,GN,Remer Comics Comics,
,"Cerchi, Daria",F,Colori,"FR, IT, US",P,"Sergio Bonelli Editore, Editions Soleil",Scuola del fumetto (Milano)
,"Di Spigna, Tommaso",M,Autore unico,IT,GN,"Coconino Press, Hollow Press",
,"Negri, Luca",M,Autore unico,IT,GN,"Coconino Press, Stigma/Eris Edizioni",
,"Todisco, Pasquale",M,Autore unico,IT,GN,"Coconino Press, Arnoldo Mondadori Editore, Diabolo, Eris Edizioni",Scuola internazionale di Comics - Milano
,"Starace, Jacopo",M,Autore unico,IT,GN,Stigma/Eris Edizioni,
,"Del Vecchio, Beniamino",,"Disegni, Chine",IT,P,"Astorina, Sergio Bonelli Editore, ReNoir Comics",
,"Denti, Romina",F,Colori,IT,P,Sergio Bonelli Editore,
,"Moretti, Tommaso",M,Autore unico,IT,GN,Stigma/Eris Edizioni,
,"Bendazzoli, Erika",F,Colori,IT,P,Sergio Bonelli Editore,
,"Martorelli, Alessandro",M,Autore unico,IT,GN,"Shockdom, Coconino Press, Feltrinelli Editore, Canicola Edizioni, Maledizioni","Scuola internazionale di Comics - Milano, IED - Istituto Europeo di Disegni (Roma)"
,"Bennato, Tommaso",M,Disegni,FR,GN,"Editions Clair de Lune, Editions Delcourt",
,"Campana, Paola",M,Autore unico,IT,GN,Tunué,
,"Arzani, Edoardo",M,Colori,IT,P,Sergio Bonelli Editore,
,"Coldagelli, Viola",F,Colori,IT,P,Sergio Bonelli Editore,
,"Mammucari, Matteo",M,Sceneggiatura,IT,P,Sergio Bonelli Editore,
,"Furnò, Davide",M,Disegni,IT,P,Sergio Bonelli Editore,Scuola internazionale di Comics - Torino
,"D’Erminio, Francesco",M,Autore unico,IT,GN,"SaldaPress, Coconino Press, Einaudi",IED - Istituto Europeo di Disegni (Roma)
,"Chiabotti, Virginia",F,Colori,IT,P,Sergio Bonelli Editore,
,"Savegnago, Marco",M,Sceneggiatura,IT,P,Bugs Comics,
,"Conte , Stefano",M,Autore unico,IT,GN,SaldaPress,
,"Guglielmino, Andrea",M,Sceneggiatura,IT,P,Bugs Comics,
,"Chiumento, Flavio",M,Colori,IT,P,Sergio Bonelli Editore,
,"Chiumento, Francesco",M,Colori,IT,P,Sergio Bonelli Editore,
,"Urbinati, Ilaria",F,Disegni,IT,GN,BAO Publishing,
,"Fiore, Luca",M,Autore unico,IT,GN,BAO Publishing,
,"Dall'Oglio, Massimo",M,Disegni,IT,P,Sergio Bonelli Editore,Fumé Scuola di fumetto
,"Catone, Marianna",F,Autrice unica,IT,GN,Shockdom,
,"Chiappara, Francesco",M,"Disegni, Autore unico",IT,"P, GN","Shockdom, Editoriale Cosmo, Bugs Comics",
,"Vivenzo, Alessia",F,Autrice unica,IT,GN,Shockdom,Scuola italiana di Comix (Napoli)
,"Dell'Oro, Giovanni",M,Autore unico,IT,GN,BD,
,"Meneghel, Elisa",F,Autrice unica,IT,GN,BD,
,"Baldazzini, Roberto",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Dell'Otto, Gabriele",M,Disegni,"IT, US",P,"Panini Comics, Dc Comics, Marvel Comics",
,"D'Auria, Fabio",M,Colori,"IT, US",P,"Sergio Bonelli Editore, Panini Comics, Marvel Comics",
,"Pasquetto, Nicola",M,Colori,IT,P,The Walt Disney Company,
,"Bertelè, Luca",M,"Disegni, Colori",IT,"P, GN","Sergio Bonelli Editore, Tunué",Scuola internazionale di Comics - Milano
,"Castellan, Andrea",M,"Disegni, Colori, Sceneggiatura",IT,P,The Walt Disney Company,
,"Mattina, Francesco",M,Disegni,IT,P,Panini Comics,
,"Fizialetti, Umberto",M,Disegni,IT,P,The Walt Disney Company,
,"Boscarol, Maurizio",M,Autore unico,IT,GN,Feltrinelli Editore,
,"Piraccini, Maurizio",M,Autore unico,IT,GN,"Coconino Press, Rizzoli Lizard Lizard",IED - Istituto Europeo di Disegni (Roma)
,"Ferracci, David",M,Disegni,IT,P,"Noise Press, Bugs Comics",
,"D'Agnano, Roberto",M,"Disegni, Autore unico",IT,GN,"Beccogiallo, Feltrinelli Editore",
,"Izzo, Andrea",M,Colori,US,P,Titan Comics,
,"Ragazzoni, Simone",M,Colori,IT,"P, GN","Sergio Bonelli Editore, BD",
,"Mobili, Francesco",M,Disegni,"IT, US",P,"Panini Comics, Dc Comics, Marvel Comics",
,"Acampora, Sergio",M,Autore unico,IT,GN,Eretica,
,"Airaghi, Lola",F,Disegni,IT,"P, GN","Sergio Bonelli Editore, BD",
,"Albo - Turturici, Alberto",M,Autore unico,IT,GN,Shockdom,
,"Albanese, Luca",M,Disegni,IT,GN,Beccogiallo,
,"Alghisi, Stefano",M,Autore unico,IT,GN,Maledizioni,Scuola internazionale di Comics - Brescia
,"Alexakis, Alessandra",F,Colori,"IT, US","P, GN","Shockdom, IDW Publishing",
,"Algeri, Letizia",F,Disegni,IT,P,The Walt Disney Company,
,"Anghini, Alessandro",M,Colori,IT,GN,Tatai Lab,
,"Andreani, Nicola",M,Autore unico,IT,GN,Edizioni NPE,
,"Angiolini, Enrica",F,Colori,US,P,"Dc Comics, Titan Comics, Aspen Comics, Aftershock, American Mythology",
,"Anichini, Bernardo",M,Disegni,IT,GN,Kleiner Flug,
,"Apostolidis, Emanuele",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Antonazzo, Andrea",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Arrighini, Gaja Elisabetta",F,Sceneggiatura,IT,P,The Walt Disney Company,
,"Archidiacono, Francesco",M,"Disegni, Chine",US,P,"Time Bomb Comics, Scout Publishing",
,"Ascione, Gianluca",M,Autore unico,IT,GN,"Feltrinelli Editore, Canicola Edizioni",
,"Astegiano, Barbara",F,Colori,IT,GN,Tunué,
,"Ascione, Sarah",F,Lettering,IT,P,Panini Comics,
,"Avogadro, Massimiliano",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Baccaglini, Alessandra",F,Colori,IT,P,Sergio Bonelli Editore,
,"Bachetti, Gian Marco",M,Sceneggiatura,IT,GN,Shockdom,
,"Baldelli, Leonardo",M,Sceneggiatura,IT,GN,Shockdom,
,"Balboni, Claudia",F,Disegni,"IT, US",P,"Bugs Comics, IDW Publishing",
,"Barattin, Andrea",M,Autore unico,IT,GN,Kleiner Flug,
,"Bartolini, Egle",M,Disegni,US,P,Titan Comics,Scuola Chiavarese del Fumetto
,"Battistutta, Aretha",F,Colori,FR,GN,"Editions Glenat, Bamboo Editions, DBDO",
,"Belletti, Alessandra",F,Lettering,IT,P,Sergio Bonelli Editore,
,"Bellomi, Federica",F,Autrice unica,IT,GN,Diabolo,
,"Beltramo, Silvano",M,"Disegni, Chine, Colori",US,P,"Advent Comics, AC Comics, Red Crow Comics, T-Pub Comics",Scuola internazionale di Comics - Genova/Torino
,"Benassi, Alessandro",M,Lettering,IT,GN,BD,
,"Berdondini, Lorenzo",M,Colori,IT,GN,Shockdom,
,"Bertolotti, Marta",F,Disegni,IT,GN,Mangasenpai,
,"Bevacqua, Salvatore",M,Disegni,FR,GN,Petit à Petit,
,"Biasio, Iris",F,Autrice unica,IT,GN,Maledizioni,
,"Bietolini, Eleonora",F,Disegni,FR,GN,Editions Soleil,
,"Bissattini, Emanuele",M,Sceneggiatura,IT,GN,Round Robin,
,"Boccato, Claudia",F,Colori,IT,P,Sergio Bonelli Editore,
,"Bonaccorso, Emiliano",M,Disegni,FR,GN,CEris Edizionies & Coquelicots,
,"Bonacorsi, Gianenrico",M,Disegni,FR,GN,Editions Glenat,
,"Bonaffino, Dario",M,Disegni,IT,GN,Beccogiallo,
,"Bonaiuti, Daniele",M,Disegni,IT,GN,Beccogiallo,
,"Bonora, Tatiana",F,Lettering,IT,P,"Panini Comics, Marvel Comics",
,"Bordiglioni, Stefano",M,Sceneggiatura,FR,GN,Editions Clair de Lune,
,"Bozzi, Cristina",F,Lettering,IT,P,Sergio Bonelli Editore,
,"Bosi, Nicholas",M,Sceneggiatura,IT,P,Alias - il Manifesto,
,"Bouah, Christian B.",M,Sceneggiatura,IT,GN,Tunué,
