"","Nome d'arte","Nome","Sesso","Attivit‡","Paesi.di.prima.pubblicazione","Mercati","Editori","Insegna.presso","ISBN"
"750",NA,"Favilla, Guglielmo","M","Sceneggiatura","IT","GN","Kleiner Flug","",""
"751",NA,"Febbraio, Michele","M","Lettering","IT","GN","BeccoGiallo","",""
"752",NA,"Fecchi, Massimo","M","Disegni","IT","P","The Walt Disney Company","",""
"753",NA,"Federici, Riccardo","M","Disegni","FR","GN","…ditions Delcourt","SRF - Scuola Romana dei Fumetti",""
"754",NA,"Federici, Vincenzo ""Viska""","M","Disegni","IT, FR, USA","P, GN","…ditions Soleil, IDW Publishing, Noise Press, Petit ‡ Petit, Triomphe","",""
"755",NA,"Federico, Mariacristina","F","Colorista","FR","P, GN","Bamboo …ditions, …ditions Glenat","",""
"756",NA,"Fenati, Massimo","M","Autore Unico","IT","GN","Feltrinelli Editore","",""
"757",NA,"Fenoglio, Matteo","M","Disegni","IT","GN","BeccoGiallo","",""
"758",NA,"Ferniani, Federico","M","Disegni","FR","GN","…ditions Glenat, …ditions Soleil","",""
"759",NA,"Ferracci, David","M","Disegni","IT","P","Bugs Comics, Noise Press","",""
"760",NA,"Ferracina, Mario","M","Disegni","IT","P","The Walt Disney Company","",""
"761",NA,"Ferramosca, Ilaria","F","Sceneggiatura","IT","GN","001 Edizioni, BeccoGiallo, TunuÈ","Grafite - Scuola di grafica e fumetto (Taranto)",""
"762",NA,"Ferrara, Giuseppe","M","Sceneggiatura","IT","P","Bugs Comics","",""
"763",NA,"Ferrara, Luca","M","Disegni","IT, FR","GN","…ditions Glenat, Round Robin, TunuÈ","Scuola Mohole (Milano)",""
"764",NA,"Ferraresi, Licia","F","Sceneggiatura","IT","P","Astorina","",""
"765",NA,"Ferrari, Alessandro","M","Sceneggiatura","IT, FR","P, GN","…ditions Delcourt, The Walt Disney Company","",""
"766",NA,"Ferrari, Annalisa","F","Chine, Colori, Disegni","FR","GN","ABC Melody, …ditions Paquet, Petit ‡ Petit, Planeta DeAgostini","",""
"767",NA,"Ferrari, Elisa","F","Disegni","FR","GN","Dargaud","",""
"768",NA,"Ferrari, Genny","F","Autrice Unica, Chine","IT","GN","Kleiner Flug","",""
"769",NA,"Ferrari, Marco","M","Disegni","USA","P","AfterShock Comics","",""
"770",NA,"Ferrario, Giuseppe","M","Disegni, Sceneggiatura","IT","P, GN","BD, The Walt Disney Company","",""
"771",NA,"Ferraris, Andrea","M","Autore Unico","IT","P, GN","Coconino Press, Oblomov Edizioni, The Walt Disney Company","Scuola internazionale di Comics - Torino",""
"772",NA,"Ferraris, Gea","F","Disegni","IT","GN","BD","",""
"773",NA,"Ferraro, Graziano","M","Lettering","IT, DE","P, GN","Editoriale Cosmo, Panini Comics","",""
"774",NA,"Ferrero, Jessica","F","Disegni","IT","GN","Shockdom","",""
"775",NA,"Ferrero, Mauro","M","Disegni","IT","GN","BD, TunuÈ","",""
"776",NA,"Ferri, Cosimo","M","Autore Unico","FR","GN","Original Watts, Tabou","",""
"777",NA,"Ferri, Mattia","M","Sceneggiatura","IT","GN","BeccoGiallo","",""
"778",NA,"Fichera, Diego","M","Disegni","IT","GN","Magic Press Edizioni","",""
"779",NA,"Fiengo, Fabiana","F","Disegni","IT","P","Sergio Bonelli Editore","",""
"780",NA,"Figus, Giorgio","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"781",NA,"Fila, NicolÚ","M","Disegni","IT","GN","BeccoGiallo","",""
"782",NA,"Filadoro, Massimiliano","M","Sceneggiatura","IT, FR","P, GN","Bugs Comics, …ditions Clair de Lune","Scuola internazionale di Comics - Roma",""
"783",NA,"Filippelli, Luigi","M","Sceneggiatura","IT","GN","MalEdizioni","",""
"784",NA,"Filippucci, Lucio","M","Disegni","IT, FR","P, GN","…ditions Clair de Lune, Erko, Sergio Bonelli Editore","",""
"785",NA,"Filosa, Vincenzo","M","Autore Unico","IT","GN","Coconino Press, Einaudi, Rizzoli Lizard","Scuola internazionale di Comics - Milano",""
"786",NA,"Finocchiaro, Rosalia","F","Sceneggiatura","IT","P","Astorina","",""
"787",NA,"Fior, Manuele","M","Autore Unico","IT, FR","GN","Coconino Press, …ditions Dupuis, Futuropolis, Oblomov Edizioni","",""
"788","LuFio","Fiore, Luca","M","Autore Unico","IT","GN","Bao Publishing","",""
"789",NA,"Fiorelli, Ivan","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"790",NA,"Fiorentino, Fabrizio","M","Disegni","IT, FR, USA","P, GN","Arnoldo Mondadori Editore, DC Comics, …ditions Glenat, Marvel Comics, Mondadori","Scuola internazionale di Comics - Napoli",""
"791",NA,"Fiori, Giuseppe Angelo","M","Sceneggiatura","IT","GN","BeccoGiallo","",""
"792",NA,"Fiorillo, Stefania","F","Disegni","IT","P","The Walt Disney Company","",""
"793",NA,"Fissore, Piero","M","Sceneggiatura","IT","P","ReNoir Comics, Sergio Bonelli Editore","",""
"794",NA,"Fizialetti, Umberto","M","Disegni","IT","P","The Walt Disney Company","",""
"795",NA,"Flandoli, Claudia","F","Autrice Unica","IT","GN","CNR, Editoriale Scienza","",""
"796",NA,"Florean, Arianna","F","Disegni","IT, FR, USA","P ","DC Comics, …ditions Delcourt, Marvel Comics, Panini Comics","",""
"797",NA,"Florio, Gianfranco","M","Disegni","IT","P","The Walt Disney Company","",""
"798",NA,"Foder‡, Marco","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"799",NA,"Fogolin, Dimitri","M","Colori","FR","GN","…ditions Delcourt","",""
"800",NA,"Follini, Christian","M","Colori","IT","GN","ReNoir Comics","",""
"801",NA,"Follini, Francesca","F","Disegni","IT, FR","GN","…ditions Soleil, Kleiner Flug, Noise Press, Star Comics","",""
"802",NA,"Fontana, Andrea","M","Autore Unico, Sceneggiatura","IT","GN","BD, Editrice Il Castoro","",""
"803",NA,"Fontana, Giorgio","M","Sceneggiatura","IT","P, GN","Feltrinelli Editore, The Walt Disney Company","",""
"804",NA,"Fontanella, Marco","M","Disegni","IT","GN","ReNoir Comics","",""
"805",NA,"Fontanili, Marco","M","Autore Unico, Disegni","IT","GN","Shockdom","",""
"806",NA,"Forcelloni, Claudia","F","Disegni","FR","GN","…ditions Jungle","",""
"807",NA,"Forcelloni, Marco","M","Disegni, Sceneggiatura","IT","P","The Walt Disney Company","",""
"808",NA,"Forlini, Valentino","M","Disegni","IT","P","The Walt Disney Company","",""
"809",NA,"Formaggio, Ketty","F","Colori","IT","P","Sergio Bonelli Editore","",""
"810",NA,"Formicola, Cecilia","F","Chine, Colori, Disegni","IT, FR","GN","…ditions Glenat, Noise Press","",""
"811",NA,"Formisani, Dario","M","Disegni","IT","GN","Edizioni INKiostro, ReNoir Comics","",""
"812",NA,"Formisano, Luigi","M","Disegni","IT","P","Bugs Comics, Sergio Bonelli Editore","",""
"813",NA,"Formola, Luigi","M","Sceneggiatura","IT","GN","Edizioni NPE","",""
"814",NA,"Fortunato, Alessio","M","Disegni","IT","P","Sergio Bonelli Editore","Grafite - Scuola di grafica e fumetto (Taranto)",""
"815",NA,"Francavilla, Francesco","M","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics","",""
"816",NA,"Franceschini, Luca","M","Sceneggiatura","IT","P, GN","Bugs Comics, Edizioni NPE","",""
"817",NA,"Francesconi, Gianluca","M","Chine, Disegni","IT","P","Menhir","",""
"818",NA,"Francescutto, Paolo","M","Colori","IT","P","Sergio Bonelli Editore","",""
"819",NA,"Francini, Francesco","M","Disegni","IT","P","Editoriale Cosmo, Sergio Bonelli Editore","",""
"820",NA,"FranzÚ, Federico","M","Disegni","IT","P","The Walt Disney Company","",""
"821",NA,"Frare, Michela","F","Chine","IT","P","The Walt Disney Company","",""
"822",NA,"Frassetto, Stefano","M","Autore Unico, Sceneggiatura","IT","P, GN","Comix, Comma 22, Pavesio, San Paolo Periodici","",""
"823",NA,"Fratini, Giorgio","M","Autore Unico","IT","GN","BeccoGiallo","",""
"824",NA,"Freccero, Andrea","M","Disegni","IT, USA","P","IDW Publishing, The Walt Disney Company","Scuola internazionale di Comics - Genova",""
"825",NA,"Freghieri, Giovanni","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"826",NA,"Frezza, Riccardo","M","Disegni","IT","P","Bugs Comics, Star Comics","",""
"827",NA,"Frezzato, Massimiliano","M","Disegni","IT, FR","GN","Caruette, Lavieri Edizioni","",""
"828",NA,"Friedl, Isaak","M","Autore Unico, Sceneggiatura","IT","P, GN","Panini Comics, Sergio Bonelli Editore, TunuÈ","",""
"829",NA,"Frigerio, Luca","M","Sceneggiatura","IT","GN","Noise Press","",""
"830",NA,"Frisenda, Pasquale","M","Disegni","IT","P, GN","Bao Publishing, Sergio Bonelli Editore","",""
"831",NA,"Frittella, Andrea","M","Autore Unico","IT","GN","BD","",""
"832",NA,"Frongia, Francesco ""Checco""","M","Autore Unico","IT","GN","Eris Edizioni","The Sign - Comics & Arts Academy (Firenze)",""
"833",NA,"Frosi, Francesco","M","Disegni","IT","P","Periodici San Paolo","Scuola internazionale di Comics - Padova",""
"834",NA,"Fruch, Adriano","M","Disegni","IT","GN","ReNoir Comics","",""
"835",NA,"Fumasoli, Gianmarco","M","Sceneggiatura","IT","P","Bugs Comics","",""
"836",NA,"Furini, Maurizio","M","Sceneggiatura","IT, FR","GN","…ditions Clair de Lune, Noise Press, Shockdom","",""
"837",NA,"Furio, Giovanna","F","Sceneggiatura","IT","GN","Oblomov Edizioni","",""
"838",NA,"FurnÚ, Davide","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Torino",""
"839",NA,"Fusari, Alessandro","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"840",NA,"Gabos, Otto (Mario Rivelli)","M","Autore Unico","IT","GN","Centauria, Coconino Press","Accademia di Belle Arti di Bologna (Corso fumetto e illustrazione), Corso di fumetto - Arena del Fumetto (Bologna)",""
"841",NA,"Gabrielli, Giulia","F","Lettering","IT","GN","BD, Sonda, TunuÈ","",""
"842",NA,"Gabrielli, Simone","M","Disegni, Sceneggiatura","IT, FR","P, GN","…ditions Soleil, Sergio Bonelli Editore","SRF - Scuola Romana dei Fumetti",""
"843",NA,"Gaddi, Federico","M","Autore Unico","IT","GN","BeccoGiallo","",""
"844",NA,"Gaglione, Valerio","M","Autore Unico","IT","GN","Oblomov Edizioni","",""
"845",NA,"Gagnor, Roberto","M","Sceneggiatura","IT","P","The Walt Disney Company","Scuola internazionale di Comics - Torino",""
"846",NA,"Gala, Ingrid","F","Disegni","USA","P","Dynamite Entertainment","",""
"847",NA,"Galeotti, Federico","M","Lettering","IT","GN","RW Edizioni","",""
"848",NA,"Galli, Christian","M","Autore Unico","IT","GN","TunuÈ","",""
"849",NA,"Galli, Elena","F","Sceneggiatura","IT","P","The Walt Disney Company","",""
"850",NA,"Galli, Marco K.","M","Autore Unico","IT","GN","Coconino Press","",""
"851",NA,"Galliani, Maria Grazia","F","Disegni","IT","P","The Walt Disney Company","",""
"852",NA,"Galliccia, Fabrizio","M","Disegni","IT","P","Sergio Bonelli Editore","SRF - Scuola Romana dei Fumetti",""
"853",NA,"Gallina, Paolo","M","Disegni","IT","GN","BeccoGiallo, Edizioni Zanetti","",""
"854",NA,"Gallo Lassere, Andrea","M","Sceneggiatura","IT","GN","Edizioni INKiostro, Edizioni NPE, Rustblade Records","",""
"855",NA,"Gallo, Francesco","M","Disegni","IT","P, GN","Edizioni INKiostro, Sergio Bonelli Editore","Scuola internazionale di Comics - Genova",""
"856",NA,"Gallo, Pier Nicola","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"857",NA,"Gamba, Riccardo","M","Sceneggiatura","FR","GN","…ditions Clair de Lune","",""
"858",NA,"Gamberini, Gabriele","M","Disegni","IT, FR","GN","BeccoGiallo, Casterman","",""
"859",NA,"Gambino, Miriam","F","Disegni","IT","P","The Walt Disney Company","",""
"860",NA,"Gandolfo, Elisa","F","Disegni","FR","GN","…ditions Jungle","",""
"861",NA,"Ganduglia, Giacomo Jay","M","Autore Unico, Disegni","USA","P","SwampLine Comics, Throw the Dice Productions","",""
"862",NA,"Garagiola, Andrea","M","Sceneggiatura","IT","P, GN","Edizioni INKiostro, Sergio Bonelli Editore","",""
"863",NA,"Garau, Stefano","M","Disegni","FR","GN","…ditions Glenat","",""
"864","Kaneda","Gargano, Stefano","M","Autore Unico","IT","GN","Shockdom","",""
"865",NA,"Garizio, Simone","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"866",NA,"Garofalo, Katia","F","Autrice Unica","IT","GN","BeccoGiallo","",""
"867",NA,"Garota, Davide","M","Autore Unico","IT","GN","TunuÈ","",""
"868",NA,"Gastoni, Marco","M","Autore Unico","IT","GN","Hazard Edizioni, TunuÈ","",""
"869",NA,"Gatto, Roberto","M","Colori","IT","P","Sergio Bonelli Editore","",""
"870",NA,"Gaudiano, Stefano","M","Disegni","USA","P","DC Comics, Image Comics","",""
"871",NA,"Geminiani, Maurizio","M","Disegni","IT, FR","GN","Arnoldo Mondadori Editore, …ditions Glenat, Mondadori","",""
"872",NA,"Genchi, David","M","Autore Unico","IT","GN","Hollow Press","",""
"873",NA,"Generoso, Marco","M","Sceneggiatura","IT","P","Alias - il Manifesto","",""
"874",NA,"Genovese, Luca","M","Disegni","IT","P, GN","Bao Publishing, Feltrinelli Editore, Sergio Bonelli Editore","Scuola internazionale di Comics - Reggio Emilia, Corso di fumetto - Arena del Fumetto (Bologna)",""
"875",NA,"Genovesi, Roberto","M","Sceneggiatura","IT","P, GN","Alessandro Editore, Comic Art, San Paolo Periodici","",""
"876",NA,"Gentile, Marino","M","Disegni","IT","P","The Walt Disney Company","",""
"877",NA,"Gentili, Mattia","M","Lettering","IT, USA","P, GN","Action Lab, Behemoth Comics, DoubleShot, Kraven Comics, Leviathan Labs, Scout Comics","",""
"878",NA,"Gentilini, Marco","M","Disegni","IT","P","The Walt Disney Company","",""
"879",NA,"Genzianella, Nicola","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"880",NA,"Gerardi, Marta","F","Sceneggiatura","IT","GN","BeccoGiallo","",""
"881",NA,"Gerasi, Sergio","M","Autore Unico, Disegni","IT","P, GN","Bao Publishing, Sergio Bonelli Editore","Scuola internazionale di Comics - Milano",""
"882",NA,"Gero","M","Disegni","IT","P","Star Comics","",""
"883",NA,"Gervasio, Marco","M","Disegni, Sceneggiatura","IT","P","The Walt Disney Company","SRF - Scuola Romana dei Fumetti",""
"884",NA,"GFB Comics (Giarolli, Manuel)","M","Colori","IT","P","Sergio Bonelli Editore","",""
"885",NA,"GFB Comics (Mauri)","M","Colori","IT","P","Sergio Bonelli Editore","",""
"886",NA,"GFB Comics (Nucci Guzzi)","M","Colori","IT","P","Sergio Bonelli Editore","",""
"887",NA,"Ghermandi, Francesca","F","Autrice Unica","IT, FR","GN","Coconino Press, Logos Edizioni, Seuill","",""
"888",NA,"Ghetti, Lorenzo","M","Autore Unico","IT","GN","Coconino Press","",""
"889",NA,"Ghiglione, Marco","M","Disegni","IT","P","The Walt Disney Company","",""
"890",NA,"Ghion, Marco","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"891",NA,"Giacon, Massimo","M","Disegni","IT","GN","Panini Comics, Rizzoli Lizard","IED - Istituto Europeo di Disegni (Milano)",""
"892",NA,"Giacopetti, Emanuele","M","Autore Unico","IT","GN","Bebert Edizioni","",""
"893",NA,"Giambusso, Claudia","F","Autrice Unica","IT","GN","Mangasenpai","",""
"894",NA,"Giamp‡, Umberto","M","Disegni","IT","GN","Shockdom","",""
"895",NA,"Gianatti, Silvia","F","Autrice Unica, Sceneggiatura","IT","P, GN","Bao Publishing, The Walt Disney Company","",""
"896",NA,"Giandelli, Gabriella","F","Autrice Unica","IT","GN","Canicola Edizioni, Coconino Press","",""
"897",NA,"Gianfelice, Davide","M","Disegni","IT, USA","P","Marvel Comics, Panini Comics, Sergio Bonelli Editore","Scuola internazionale di Comics - Milano/Torino",""
"898",NA,"Giangiordano, Valerio","M","Chine, Disegni","USA","P","Marvel Comics","",""
"899",NA,"Giardina, Gianfranco","M","Colori, Disegni","IT","GN","Lavieri Edizioni","",""
"900",NA,"Giardino, Vittorio","M","Autore Unico","IT","GN","Rizzoli Lizard","",""
"901",NA,"Giardo, Sergio","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Torino",""
"902",NA,"Giengo, Fabiana","F","Disegni","IT","P","Sergio Bonelli Editore","",""
"903",NA,"Ginevra, Michele","M","Sceneggiatura","IT","GN","Kleiner Flug","",""
"904",NA,"Ginori, Alessandro","M","Sceneggiatura","IT","GN","It Comics","",""
"905",NA,"Giomarelli, Selina","F","Sceneggiatura","IT","GN","Mangasenpai","",""
"906",NA,"Giommarresi, Salvatore","M","Autore Unic","IT","GN","KappaLab","",""
"907",NA,"Giordano, Alessandro","M","Disegni","IT","P, GN","Edizioni INKiostro, Sergio Bonelli Editore","Scuola internazionale di Comics - Napoli",""
"908",NA,"Giordano, Giulio","M","Disegni","IT","P, GN","Lavieri Edizioni, Sergio Bonelli Editore","",""
"909",NA,"Giorello, Giulio","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"910",NA,"Giorgetti, Caterina","F","Colori, Disegni, Sceneggiatura","IT","P","The Walt Disney Company","",""
"911",NA,"Giorgi, Luca","M","Chine, Colori","IT","P","Sergio Bonelli Editore, The Walt Disney Company","Scuola di fumetto (Associazione scuola di fumetto - varie sedi)",""
"912",NA,"Giorgiani, Germano","M","Disegni","FR","GN","…ditions Glenat, Robinson","",""
"913",NA,"Giorgilli, Cristina","F","Chine, Colori, Disegni","IT","P","The Walt Disney Company","",""
"914","Giangioff","Giovannini, Gianluca","M","Autore Unico","IT","GN","BeccoGiallo, Feltrinelli Editore, Fumetti di Cane","",""
"915",NA,"Girardi, Marina","F","Disegni","IT","GN","BeccoGiallo","",""
"916",NA,"Giretti, Federico","M","Colori","IT","P","Sergio Bonelli Editore","",""
"917",NA,"Giugiaro, Francesco","M","Sceneggiatura","FR","GN","Ankama …ditions","",""
"918",NA,"Giuliani, Claudia","F","Colori","IT","GN","Round Robin, Shockdom","",""
"919",NA,"Giulio Antonio Gualtieri","M","Sceneggiatura","IT","P","Editoriale Cosmo, Sergio Bonelli Editore, Star Comics","",""
"920",NA,"Giunta, Pier Giuseppe","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"921",NA,"Giurlanda, Matteo","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"922",NA,"Giusfredi, Giorgio","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","",""
"923",NA,"Giusti, Nazareno","M","Autore Unico","IT","GN","Hazard Edizioni, Round Robin","",""
"924",NA,"Gizzi, Emanuele","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"925",NA,"Gobbi, Nicola","M","Disegni","IT","GN","Eris Edizioni, Hazard Edizioni, Rizzoli Lizard, TunuÈ","",""
"926",NA,"Gomboli, Mario","M","Sceneggiatura","IT","P","Astorina","",""
"927",NA,"Gottardo, Alessandro","M","Disegni","IT","P","The Walt Disney Company","Scuola internazionale di Comics - Padova, Dali Arts (Vicenza)",""
"928",NA,"Goy, David","M","Sceneggiatura","IT","P","Star Comics","",""
"929",NA,"Gozzi, Alessandra","F","Lettering","IT","P","Panini Comics","",""
"930",NA,"Gradin, Maurizio","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"931",NA,"Gramaccioni, Oliviero","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"932",NA,"Grande, Valentina","F","Sceneggiatura","IT","GN","BeccoGiallo","",""
"933",NA,"Grandi, Simona","F","Sceneggiatura","IT","P","The Walt Disney Company","",""
"934",NA,"Grassani, Ernesto","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"935",NA,"Grassi, Leonardo Marcello","M","Disegni","USA","P","Image Comics","",""
"936",NA,"Grassi, Veronica","F","Disegni","IT","GN","Kleiner Flug","Scuola internazionale di Comics - Firenze",""
"937",NA,"Grassini, Valentina","F","Colori","IT, FR","GN","Kramiek, Shockdom","",""
"938",NA,"Grasso, Emilio","M","Disegni","IT","P","The Walt Disney Company","",""
"939",NA,"Gregorini, Gianluigi","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"940",NA,"Greppi, Andrea","M","Colori, Disegni","IT","P","The Walt Disney Company","",""
"941",NA,"Grigoli, Elena","F","Disegni","IT","GN","TunuÈ","Scuola del fumetto (Verona)",""
"942","Grillo","Grillenzoni, Andrea","M","Autore Unico","IT","GN","Shockdom","",""
"943",NA,"Grimaldi, Fabio","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"944",NA,"Grossi, Roberto","M","Autore Unico","IT","GN","Coconino Press","",""
"945",NA,"Grotti, Massimiliano","M","Sceneggiatura","IT, USA","GN","Noise Press, ProGlo, Wunderman Comics","",""
"946",NA,"Gualandris, Giorgio","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"947",NA,"Gualdoni, Giovanni","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","",""
"948",NA,"Gualtieri, Giulio Antonio","M","Sceneggiatura","IT","P","Editoriale Cosmo, Sergio Bonelli Editore","Scuola internazionale di Comics - Pescara",""
"949",NA,"Guarnaccia, Francesco","M","Autore Unico","IT","GN","Bao Publishing, Feltrinelli Editore, Rizzoli Lizard","",""
"950",NA,"Guastafierro, Domenico","M","Sceneggiatura","IT","GN","Shockdom","",""
"951",NA,"Gubitosa, Carlo","M","Sceneggiatura","IT","P, GN","Altrinformazione, BeccoGiallo, Edizioni NPE, Frigolandia, GEDI, Lucky Red/RCS, RCS, Tempesta","",""
